****   8.3288   1 CAMARGOS     :>: H:   1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2029   4      44      41      39      31      22      32      33      25      17      26      26      34
2030   1      41      36      39      34      22      39      46      16      18      18      33      39
2030   2      42      36      45      36      47      41      39      26      18      24      34      40
2030   3      37      40      42      38      33      41      40      31      18      27      28      32
2030   4      44      41      39      31      22      32      33      25      17      26      26      34
2031   1      41      36      39      34      22      39      46      16      18      18      33      39
2031   2      42      36      45      36      47      41      39      26      18      24      34      40
2031   3      37      40      42      38      33      41      40      31      18      27      28      32
2031   4      44      41      39      31      22      32      33      25      17      26      26      34
2032   1      41      36      39      34      22      39      46      16      18      18      33      39
2032   2      42      36      45      36      47      41      39      26      18      24      34      40
2032   3      37      40      42      38      33      41      40      31      18      27      28      32
2032   4      44      41      39      31      22      32      33      25      17      26      26      34
2033   1      41      36      39      34      22      39      46      16      18      18      33      39
2033   2      42      36      45      36      47      41      39      26      18      24      34      40
2033   3      37      40      42      38      33      41      40      31      18      27      28      32
2033   4      44      41      39      31      22      32      33      25      17      26      26      34
2034   1      41      36      39      34      22      39      46      16      18      18      33      39
2034   2      42      36      45      36      47      41      39      26      18      24      34      40
2034   3      37      40      42      38      33      41      40      31      18      27      28      32
2034   4      44      41      39      31      22      32      33      25      17      26      26      34
2035   1      41      36      39      34      22      39      46      16      18      18      33      39
2035   2      42      36      45      36      47      41      39      26      18      24      34      40
2035   3      37      40      42      38      33      41      40      31      18      27      28      32
2035   4      44      41      39      31      22      32      33      25      17      26      26      34
2036   1      41      36      39      34      22      39      46      16      18      18      33      39
2036   2      42      36      45      36      47      41      39      26      18      24      34      40
2036   3      37      40      42      38      33      41      40      31      18      27      28      32
2036   4      44      41      39      31      22      32      33      25      17      26      26      34
2037   1      41      36      39      34      22      39      46      16      18      18      33      39
2037   2      42      36      45      36      47      41      39      26      18      24      34      40
2037   3      37      40      42      38      33      41      40      31      18      27      28      32
2037   4      44      41      39      31      22      32      33      25      17      26      26      34
2038   1      41      36      39      34      22      39      46      16      18      18      33      39
2038   2      42      36      45      36      47      41      39      26      18      24      34      40
2038   3      37      40      42      38      33      41      40      31      18      27      28      32
2038   4      44      41      39      31      22      32      33      25      17      26      26      34
2039   1      41      36      39      34      22      39      46      16      18      18      33      39
2039   2      42      36      45      36      47      41      39      26      18      24      34      40
2039   3      37      40      42      38      33      41      40      31      18      27      28      32
2039   4      44      41      39      31      22      32      33      25      17      26      26      34
****   8.3288  13 A.S.OLIVEIRA :>: H:  16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1      12       8      12      11       6      12      13       5       5       5       8      13
2025   2      12      11      14      11      13      12      12       8       5       8      10      12
2025   3      11      12      13      11      10      12      12       9       5       8       8      10
2025   4      13      12      12       9       5      10       9       7       5       8       8      10
2026   1      12       8      12      11       6      12      13       5       5       5       8      13
2026   2      12      11      14      11      13      12      12       8       5       8      10      12
2026   3      11      12      13      11      10      12      12       9       5       8       8      10
2026   4      13      12      12       9       5      10       9       7       5       8       8      10
2027   1      12       8      12      11       6      12      13       5       5       5       8      13
2027   2      12      11      14      11      13      12      12       8       5       8      10      12
2027   3      11      12      13      11      10      12      12       9       5       8       8      10
2027   4      13      12      12       9       5      10       9       7       5       8       8      10
2028   1      12       8      12      11       6      12      13       5       5       5       8      13
2028   2      12      11      14      11      13      12      12       8       5       8      10      12
2028   3      11      12      13      11      10      12      12       9       5       8       8      10
2028   4      13      12      12       9       5      10       9       7       5       8       8      10
2029   1      12       8      12      11       6      12      13       5       5       5       8      13
2029   2      12      11      14      11      13      12      12       8       5       8      10      12
2029   3      11      12      13      11      10      12      12       9       5       8       8      10
2029   4      13      12      12       9       5      10       9       7       5       8       8      10
2030   1      12       8      12      11       6      12      13       5       5       5       8      13
2030   2      12      11      14      11      13      12      12       8       5       8      10      12
2030   3      11      12      13      11      10      12      12       9       5       8       8      10
2030   4      13      12      12       9       5      10       9       7       5       8       8      10
2031   1      12       8      12      11       6      12      13       5       5       5       8      13
2031   2      12      11      14      11      13      12      12       8       5       8      10      12
2031   3      11      12      13      11      10      12      12       9       5       8       8      10
2031   4      13      12      12       9       5      10       9       7       5       8       8      10
2032   1      12       8      12      11       6      12      13       5       5       5       8      13
2032   2      12      11      14      11      13      12      12       8       5       8      10      12
2032   3      11      12      13      11      10      12      12       9       5       8       8      10
2032   4      13      12      12       9       5      10       9       7       5       8       8      10
2033   1      12       8      12      11       6      12      13       5       5       5       8      13
2033   2      12      11      14      11      13      12      12       8       5       8      10      12
2033   3      11      12      13      11      10      12      12       9       5       8       8      10
2033   4      13      12      12       9       5      10       9       7       5       8       8      10
2034   1      12       8      12      11       6      12      13       5       5       5       8      13
2034   2      12      11      14      11      13      12      12       8       5       8      10      12
2034   3      11      12      13      11      10      12      12       9       5       8       8      10
2034   4      13      12      12       9       5      10       9       7       5       8       8      10
2035   1      12       8      12      11       6      12      13       5       5       5       8      13
2035   2      12      11      14      11      13      12      12       8       5       8      10      12
2035   3      11      12      13      11      10      12      12       9       5       8       8      10
2035   4      13      12      12       9       5      10       9       7       5       8       8      10
2036   1      12       8      12      11       6      12      13       5       5       5       8      13
2036   2      12      11      14      11      13      12      12       8       5       8      10      12
2036   3      11      12      13      11      10      12      12       9       5       8       8      10
2036   4      13      12      12       9       5      10       9       7       5       8       8      10
2037   1      12       8      12      11       6      12      13       5       5       5       8      13
2037   2      12      11      14      11      13      12      12       8       5       8      10      12
2037   3      11      12      13      11      10      12      12       9       5       8       8      10
2037   4      13      12      12       9       5      10       9       7       5       8       8      10
2038   1      12       8      12      11       6      12      13       5       5       5       8      13
2038   2      12      11      14      11      13      12      12       8       5       8      10      12
2038   3      11      12      13      11      10      12      12       9       5       8       8      10
2038   4      13      12      12       9       5      10       9       7       5       8       8      10
2039   1      12       8      12      11       6      12      13       5       5       5       8      13
2039   2      12      11      14      11      13      12      12       8       5       8      10      12
2039   3      11      12      13      11      10      12      12       9       5       8       8      10
2039   4      13      12      12       9       5      10       9       7       5       8       8      10
****   8.3288  14 MARIMBONDO   :>: H:  17                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1     789     612     605     521     261     708     536     602     808     141     793     824
2025   2     595     493     356     362     451     462     670     553     459     260     498     557
2025   3     338     284     272     189     233     286     440     435     259     160     313     209
2025   4     208     241     164     128     128     141     206     196     150     125     175     128
2026   1     789     612     605     521     261     708     536     602     808     141     793     824
2026   2     595     493     356     362     451     462     670     553     459     260     498     557
2026   3     338     284     272     189     233     286     440     435     259     160     313     209
2026   4     208     241     164     128     128     141     206     196     150     125     175     128
2027   1     789     612     605     521     261     708     536     602     808     141     793     824
2027   2     595     493     356     362     451     462     670     553     459     260     498     557
2027   3     338     284     272     189     233     286     440     435     259     160     313     209
2027   4     208     241     164     128     128     141     206     196     150     125     175     128
2028   1     789     612     605     521     261     708     536     602     808     141     793     824
2028   2     595     493     356     362     451     462     670     553     459     260     498     557
2028   3     338     284     272     189     233     286     440     435     259     160     313     209
2028   4     208     241     164     128     128     141     206     196     150     125     175     128
2029   1     789     612     605     521     261     708     536     602     808     141     793     824
2029   2     595     493     356     362     451     462     670     553     459     260     498     557
2029   3     338     284     272     189     233     286     440     435     259     160     313     209
2029   4     208     241     164     128     128     141     206     196     150     125     175     128
2030   1     789     612     605     521     261     708     536     602     808     141     793     824
2030   2     595     493     356     362     451     462     670     553     459     260     498     557
2030   3     338     284     272     189     233     286     440     435     259     160     313     209
2030   4     208     241     164     128     128     141     206     196     150     125     175     128
2031   1     789     612     605     521     261     708     536     602     808     141     793     824
2031   2     595     493     356     362     451     462     670     553     459     260     498     557
2031   3     338     284     272     189     233     286     440     435     259     160     313     209
2031   4     208     241     164     128     128     141     206     196     150     125     175     128
2032   1     789     612     605     521     261     708     536     602     808     141     793     824
2032   2     595     493     356     362     451     462     670     553     459     260     498     557
2032   3     338     284     272     189     233     286     440     435     259     160     313     209
2032   4     208     241     164     128     128     141     206     196     150     125     175     128
2033   1     789     612     605     521     261     708     536     602     808     141     793     824
2033   2     595     493     356     362     451     462     670     553     459     260     498     557
2033   3     338     284     272     189     233     286     440     435     259     160     313     209
2033   4     208     241     164     128     128     141     206     196     150     125     175     128
2034   1     789     612     605     521     261     708     536     602     808     141     793     824
2034   2     595     493     356     362     451     462     670     553     459     260     498     557
2034   3     338     284     272     189     233     286     440     435     259     160     313     209
2034   4     208     241     164     128     128     141     206     196     150     125     175     128
2035   1     789     612     605     521     261     708     536     602     808     141     793     824
2035   2     595     493     356     362     451     462     670     553     459     260     498     557
2035   3     338     284     272     189     233     286     440     435     259     160     313     209
2035   4     208     241     164     128     128     141     206     196     150     125     175     128
2036   1     789     612     605     521     261     708     536     602     808     141     793     824
2036   2     595     493     356     362     451     462     670     553     459     260     498     557
2036   3     338     284     272     189     233     286     440     435     259     160     313     209
2036   4     208     241     164     128     128     141     206     196     150     125     175     128
2037   1     789     612     605     521     261     708     536     602     808     141     793     824
2037   2     595     493     356     362     451     462     670     553     459     260     498     557
2037   3     338     284     272     189     233     286     440     435     259     160     313     209
2037   4     208     241     164     128     128     141     206     196     150     125     175     128
2038   1     789     612     605     521     261     708     536     602     808     141     793     824
2038   2     595     493     356     362     451     462     670     553     459     260     498     557
2038   3     338     284     272     189     233     286     440     435     259     160     313     209
2038   4     208     241     164     128     128     141     206     196     150     125     175     128
2039   1     789     612     605     521     261     708     536     602     808     141     793     824
2039   2     595     493     356     362     451     462     670     553     459     260     498     557
2039   3     338     284     272     189     233     286     440     435     259     160     313     209
2039   4     208     241     164     128     128     141     206     196     150     125     175     128
****   8.3288  15 A. VERMELHA  :>: H:  18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1     776     642     524     336     340     561     916     577     519     761     810    1005
2025   2     661     558     431     382     378     485     816     680     405     496     484     551
2025   3     421     404     405     367     339     415     501     474     374     373     390     378
2025   4     375     331     391     359     206     412     411     384     346     322     316     361
2026   1     776     642     524     336     340     561     916     577     519     761     810    1005
2026   2     661     558     431     382     378     485     816     680     405     496     484     551
2026   3     421     404     405     367     339     415     501     474     374     373     390     378
2026   4     375     331     391     359     206     412     411     384     346     322     316     361
2027   1     776     642     524     336     340     561     916     577     519     761     810    1005
2027   2     661     558     431     382     378     485     816     680     405     496     484     551
2027   3     421     404     405     367     339     415     501     474     374     373     390     378
2027   4     375     331     391     359     206     412     411     384     346     322     316     361
2028   1     776     642     524     336     340     561     916     577     519     761     810    1005
2028   2     661     558     431     382     378     485     816     680     405     496     484     551
2028   3     421     404     405     367     339     415     501     474     374     373     390     378
2028   4     375     331     391     359     206     412     411     384     346     322     316     361
2029   1     776     642     524     336     340     561     916     577     519     761     810    1005
2029   2     661     558     431     382     378     485     816     680     405     496     484     551
2029   3     421     404     405     367     339     415     501     474     374     373     390     378
2029   4     375     331     391     359     206     412     411     384     346     322     316     361
2030   1     776     642     524     336     340     561     916     577     519     761     810    1005
2030   2     661     558     431     382     378     485     816     680     405     496     484     551
2030   3     421     404     405     367     339     415     501     474     374     373     390     378
2030   4     375     331     391     359     206     412     411     384     346     322     316     361
2031   1     776     642     524     336     340     561     916     577     519     761     810    1005
2031   2     661     558     431     382     378     485     816     680     405     496     484     551
2031   3     421     404     405     367     339     415     501     474     374     373     390     378
2031   4     375     331     391     359     206     412     411     384     346     322     316     361
2032   1     776     642     524     336     340     561     916     577     519     761     810    1005
2032   2     661     558     431     382     378     485     816     680     405     496     484     551
2032   3     421     404     405     367     339     415     501     474     374     373     390     378
2032   4     375     331     391     359     206     412     411     384     346     322     316     361
2033   1     776     642     524     336     340     561     916     577     519     761     810    1005
2033   2     661     558     431     382     378     485     816     680     405     496     484     551
2033   3     421     404     405     367     339     415     501     474     374     373     390     378
2033   4     375     331     391     359     206     412     411     384     346     322     316     361
2034   1     776     642     524     336     340     561     916     577     519     761     810    1005
2034   2     661     558     431     382     378     485     816     680     405     496     484     551
2034   3     421     404     405     367     339     415     501     474     374     373     390     378
2034   4     375     331     391     359     206     412     411     384     346     322     316     361
2035   1     776     642     524     336     340     561     916     577     519     761     810    1005
2035   2     661     558     431     382     378     485     816     680     405     496     484     551
2035   3     421     404     405     367     339     415     501     474     374     373     390     378
2035   4     375     331     391     359     206     412     411     384     346     322     316     361
2036   1     776     642     524     336     340     561     916     577     519     761     810    1005
2036   2     661     558     431     382     378     485     816     680     405     496     484     551
2036   3     421     404     405     367     339     415     501     474     374     373     390     378
2036   4     375     331     391     359     206     412     411     384     346     322     316     361
2037   1     776     642     524     336     340     561     916     577     519     761     810    1005
2037   2     661     558     431     382     378     485     816     680     405     496     484     551
2037   3     421     404     405     367     339     415     501     474     374     373     390     378
2037   4     375     331     391     359     206     412     411     384     346     322     316     361
2038   1     776     642     524     336     340     561     916     577     519     761     810    1005
2038   2     661     558     431     382     378     485     816     680     405     496     484     551
2038   3     421     404     405     367     339     415     501     474     374     373     390     378
2038   4     375     331     391     359     206     412     411     384     346     322     316     361
2039   1     776     642     524     336     340     561     916     577     519     761     810    1005
2039   2     661     558     431     382     378     485     816     680     405     496     484     551
2039   3     421     404     405     367     339     415     501     474     374     373     390     378
2039   4     375     331     391     359     206     412     411     384     346     322     316     361
****   8.3288  16 BATALHA      :>: H:  20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1      49      16      43      52      52      11      52      50      26      26      24      36
2025   2      41      17      41      42      25      13      44      39      25      17      20      18
2025   3      28      18      41      37      20      15      23      30      19      13      14      19
2025   4      14      14      29      29      19      13      21      24      12       9      12      13
2026   1      49      16      43      52      52      11      52      50      26      26      24      36
2026   2      41      17      41      42      25      13      44      39      25      17      20      18
2026   3      28      18      41      37      20      15      23      30      19      13      14      19
2026   4      14      14      29      29      19      13      21      24      12       9      12      13
2027   1      49      16      43      52      52      11      52      50      26      26      24      36
2027   2      41      17      41      42      25      13      44      39      25      17      20      18
2027   3      28      18      41      37      20      15      23      30      19      13      14      19
2027   4      14      14      29      29      19      13      21      24      12       9      12      13
2028   1      49      16      43      52      52      11      52      50      26      26      24      36
2028   2      41      17      41      42      25      13      44      39      25      17      20      18
2028   3      28      18      41      37      20      15      23      30      19      13      14      19
2028   4      14      14      29      29      19      13      21      24      12       9      12      13
2029   1      49      16      43      52      52      11      52      50      26      26      24      36
2029   2      41      17      41      42      25      13      44      39      25      17      20      18
2029   3      28      18      41      37      20      15      23      30      19      13      14      19
2029   4      14      14      29      29      19      13      21      24      12       9      12      13
2030   1      49      16      43      52      52      11      52      50      26      26      24      36
2030   2      41      17      41      42      25      13      44      39      25      17      20      18
2030   3      28      18      41      37      20      15      23      30      19      13      14      19
2030   4      14      14      29      29      19      13      21      24      12       9      12      13
2031   1      49      16      43      52      52      11      52      50      26      26      24      36
2031   2      41      17      41      42      25      13      44      39      25      17      20      18
2031   3      28      18      41      37      20      15      23      30      19      13      14      19
2031   4      14      14      29      29      19      13      21      24      12       9      12      13
2032   1      49      16      43      52      52      11      52      50      26      26      24      36
2032   2      41      17      41      42      25      13      44      39      25      17      20      18
2032   3      28      18      41      37      20      15      23      30      19      13      14      19
2032   4      14      14      29      29      19      13      21      24      12       9      12      13
2033   1      49      16      43      52      52      11      52      50      26      26      24      36
2033   2      41      17      41      42      25      13      44      39      25      17      20      18
2033   3      28      18      41      37      20      15      23      30      19      13      14      19
2033   4      14      14      29      29      19      13      21      24      12       9      12      13
2034   1      49      16      43      52      52      11      52      50      26      26      24      36
2034   2      41      17      41      42      25      13      44      39      25      17      20      18
2034   3      28      18      41      37      20      15      23      30      19      13      14      19
2034   4      14      14      29      29      19      13      21      24      12       9      12      13
2035   1      49      16      43      52      52      11      52      50      26      26      24      36
2035   2      41      17      41      42      25      13      44      39      25      17      20      18
2035   3      28      18      41      37      20      15      23      30      19      13      14      19
2035   4      14      14      29      29      19      13      21      24      12       9      12      13
2036   1      49      16      43      52      52      11      52      50      26      26      24      36
2036   2      41      17      41      42      25      13      44      39      25      17      20      18
2036   3      28      18      41      37      20      15      23      30      19      13      14      19
2036   4      14      14      29      29      19      13      21      24      12       9      12      13
2037   1      49      16      43      52      52      11      52      50      26      26      24      36
2037   2      41      17      41      42      25      13      44      39      25      17      20      18
2037   3      28      18      41      37      20      15      23      30      19      13      14      19
2037   4      14      14      29      29      19      13      21      24      12       9      12      13
2038   1      49      16      43      52      52      11      52      50      26      26      24      36
2038   2      41      17      41      42      25      13      44      39      25      17      20      18
2038   3      28      18      41      37      20      15      23      30      19      13      14      19
2038   4      14      14      29      29      19      13      21      24      12       9      12      13
2039   1      49      16      43      52      52      11      52      50      26      26      24      36
2039   2      41      17      41      42      25      13      44      39      25      17      20      18
2039   3      28      18      41      37      20      15      23      30      19      13      14      19
2039   4      14      14      29      29      19      13      21      24      12       9      12      13
****   8.3288  17 SERRA FACAO  :>: H:  21                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1      48      48      48      48      61      59      55     170      80     160     150     109
2025   2      48      48      50      50      56      51      66     122     128     107      76      55
2025   3      51      48      49      49      52      38      53      74      94      75      64      54
2025   4      49      48      49      48      46       1      26      61      54      61      56      53
2026   1      48      48      48      48      61      59      55     170      80     160     150     109
2026   2      48      48      50      50      56      51      66     122     128     107      76      55
2026   3      51      48      49      49      52      38      53      74      94      75      64      54
2026   4      49      48      49      48      46       1      26      61      54      61      56      53
2027   1      48      48      48      48      61      59      55     170      80     160     150     109
2027   2      48      48      50      50      56      51      66     122     128     107      76      55
2027   3      51      48      49      49      52      38      53      74      94      75      64      54
2027   4      49      48      49      48      46       1      26      61      54      61      56      53
2028   1      48      48      48      48      61      59      55     170      80     160     150     109
2028   2      48      48      50      50      56      51      66     122     128     107      76      55
2028   3      51      48      49      49      52      38      53      74      94      75      64      54
2028   4      49      48      49      48      46       1      26      61      54      61      56      53
2029   1      48      48      48      48      61      59      55     170      80     160     150     109
2029   2      48      48      50      50      56      51      66     122     128     107      76      55
2029   3      51      48      49      49      52      38      53      74      94      75      64      54
2029   4      49      48      49      48      46       1      26      61      54      61      56      53
2030   1      48      48      48      48      61      59      55     170      80     160     150     109
2030   2      48      48      50      50      56      51      66     122     128     107      76      55
2030   3      51      48      49      49      52      38      53      74      94      75      64      54
2030   4      49      48      49      48      46       1      26      61      54      61      56      53
2031   1      48      48      48      48      61      59      55     170      80     160     150     109
2031   2      48      48      50      50      56      51      66     122     128     107      76      55
2031   3      51      48      49      49      52      38      53      74      94      75      64      54
2031   4      49      48      49      48      46       1      26      61      54      61      56      53
2032   1      48      48      48      48      61      59      55     170      80     160     150     109
2032   2      48      48      50      50      56      51      66     122     128     107      76      55
2032   3      51      48      49      49      52      38      53      74      94      75      64      54
2032   4      49      48      49      48      46       1      26      61      54      61      56      53
2033   1      48      48      48      48      61      59      55     170      80     160     150     109
2033   2      48      48      50      50      56      51      66     122     128     107      76      55
2033   3      51      48      49      49      52      38      53      74      94      75      64      54
2033   4      49      48      49      48      46       1      26      61      54      61      56      53
2034   1      48      48      48      48      61      59      55     170      80     160     150     109
2034   2      48      48      50      50      56      51      66     122     128     107      76      55
2034   3      51      48      49      49      52      38      53      74      94      75      64      54
2034   4      49      48      49      48      46       1      26      61      54      61      56      53
2035   1      48      48      48      48      61      59      55     170      80     160     150     109
2035   2      48      48      50      50      56      51      66     122     128     107      76      55
2035   3      51      48      49      49      52      38      53      74      94      75      64      54
2035   4      49      48      49      48      46       1      26      61      54      61      56      53
2036   1      48      48      48      48      61      59      55     170      80     160     150     109
2036   2      48      48      50      50      56      51      66     122     128     107      76      55
2036   3      51      48      49      49      52      38      53      74      94      75      64      54
2036   4      49      48      49      48      46       1      26      61      54      61      56      53
2037   1      48      48      48      48      61      59      55     170      80     160     150     109
2037   2      48      48      50      50      56      51      66     122     128     107      76      55
2037   3      51      48      49      49      52      38      53      74      94      75      64      54
2037   4      49      48      49      48      46       1      26      61      54      61      56      53
2038   1      48      48      48      48      61      59      55     170      80     160     150     109
2038   2      48      48      50      50      56      51      66     122     128     107      76      55
2038   3      51      48      49      49      52      38      53      74      94      75      64      54
2038   4      49      48      49      48      46       1      26      61      54      61      56      53
2039   1      48      48      48      48      61      59      55     170      80     160     150     109
2039   2      48      48      50      50      56      51      66     122     128     107      76      55
2039   3      51      48      49      49      52      38      53      74      94      75      64      54
2039   4      49      48      49      48      46       1      26      61      54      61      56      53
****   8.3288  18 EMBORCACAO   :>: H:  24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1     100     101     106     107     116     128     131     111     691     567     600     421
2025   2     108     112     110     114     129     137     144     217     648     390     374     171
2025   3     108     113     113     113     125     129     135     203     534     197     210     127
2025   4     117     104     107     105     114     113     110     120     152     129     130     104
2026   1     100     101     106     107     116     128     131     111     691     567     600     421
2026   2     108     112     110     114     129     137     144     217     648     390     374     171
2026   3     108     113     113     113     125     129     135     203     534     197     210     127
2026   4     117     104     107     105     114     113     110     120     152     129     130     104
2027   1     100     101     106     107     116     128     131     111     691     567     600     421
2027   2     108     112     110     114     129     137     144     217     648     390     374     171
2027   3     108     113     113     113     125     129     135     203     534     197     210     127
2027   4     117     104     107     105     114     113     110     120     152     129     130     104
2028   1     100     101     106     107     116     128     131     111     691     567     600     421
2028   2     108     112     110     114     129     137     144     217     648     390     374     171
2028   3     108     113     113     113     125     129     135     203     534     197     210     127
2028   4     117     104     107     105     114     113     110     120     152     129     130     104
2029   1     100     101     106     107     116     128     131     111     691     567     600     421
2029   2     108     112     110     114     129     137     144     217     648     390     374     171
2029   3     108     113     113     113     125     129     135     203     534     197     210     127
2029   4     117     104     107     105     114     113     110     120     152     129     130     104
2030   1     100     101     106     107     116     128     131     111     691     567     600     421
